City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Thiruvananthapuram,7/11/2017,8.74,18.65,1.84,5.09,4.21,,0.53,5.05,16.83,,,,41,Good
Thiruvananthapuram,7/12/2017,17.33,36.27,1.9,7.54,5.55,,0.65,4.06,15.24,,,,39,Good
Thiruvananthapuram,7/13/2017,17.62,47.88,1.97,5.82,4.69,,0.63,2.88,15.47,,,,48,Good
Thiruvananthapuram,7/14/2017,14.44,46.79,2.05,6.83,5.3,,0.55,4.29,16.82,,,,43,Good
Thiruvananthapuram,7/15/2017,19.42,60.83,2.08,6.97,5.4,,0.58,3.28,16.23,,,,59,Satisfactory
Thiruvananthapuram,7/16/2017,18.97,43.6,2.03,5.2,4.42,,0.51,4.34,15.52,,,,52,Satisfactory
Thiruvananthapuram,7/17/2017,19.72,52.15,1.98,6.07,4.83,,0.46,3.32,14.89,,,,48,Good
Thiruvananthapuram,7/18/2017,17.01,54.44,1.99,5.59,4.59,,0.55,4.07,14.13,,,,54,Satisfactory
Thiruvananthapuram,7/19/2017,14.38,38.51,1.97,4.62,4.04,,0.47,3.6,14.04,,,,47,Good
Thiruvananthapuram,7/20/2017,13.47,35.72,1.93,4.14,3.72,,0.63,4.36,12.35,,,,43,Good
Thiruvananthapuram,7/21/2017,7.42,22.98,1.99,4.14,3.79,,0.49,3.33,14.18,,,,37,Good
Thiruvananthapuram,7/22/2017,,,,,,,,,,,,,,
Thiruvananthapuram,7/23/2017,,,,,,,,,,,,,,
Thiruvananthapuram,7/24/2017,14.2,60.84,1.96,8.21,5.96,,0.82,4.47,17.67,,,,,
Thiruvananthapuram,7/25/2017,16.93,56.6,2.09,6.06,4.93,,0.64,3.97,17.05,,,,55,Satisfactory
Thiruvananthapuram,7/26/2017,23.75,67.58,1.72,8.78,6.05,,0.73,5,16.17,,,,66,Satisfactory
Thiruvananthapuram,7/27/2017,20.52,48.62,1.82,6.48,4.91,,0.63,4.02,14.58,,,,55,Satisfactory
Thiruvananthapuram,7/28/2017,15.53,37.17,1.94,6.61,5.1,,0.58,3.72,17.67,,,,46,Good
Thiruvananthapuram,7/29/2017,15.07,32.19,2.05,5.15,4.39,,0.52,2.91,19.56,,,,41,Good
Thiruvananthapuram,7/30/2017,24.12,54.45,2.06,3.22,3.14,,0.55,3.98,18.43,,,,47,Good
Thiruvananthapuram,7/31/2017,23.5,54.37,2.07,6.58,5.11,,0.72,4.85,12.89,,,,62,Satisfactory
Thiruvananthapuram,8/1/2017,18.25,41.35,2.18,4.51,4.17,,0.77,4.49,17.21,,,,68,Satisfactory
Thiruvananthapuram,8/2/2017,15.15,46.53,1.9,7.58,5.56,,0.99,4.19,14.17,,,,62,Satisfactory
Thiruvananthapuram,8/3/2017,15.12,39.14,1.88,5.82,4.62,,0.98,3.37,14.65,,,,63,Satisfactory
Thiruvananthapuram,8/4/2017,13.43,31.64,1.85,7.14,5.29,,0.95,3.93,13.62,,,,62,Satisfactory
Thiruvananthapuram,8/5/2017,10.74,28.85,1.94,6.67,5.1,,0.91,4.48,14.84,,,,59,Satisfactory
Thiruvananthapuram,8/6/2017,13.58,34.99,1.99,5.42,4.5,,0.9,4.55,16.75,,,,54,Satisfactory
Thiruvananthapuram,8/7/2017,20.1,48.43,1.8,8.85,6.14,,0.96,4.86,15.6,,,,61,Satisfactory
Thiruvananthapuram,8/8/2017,13.97,32.81,1.79,6.53,4.9,,0.99,4.37,18.68,,,,63,Satisfactory
Thiruvananthapuram,8/9/2017,19.93,41.81,1.88,7.83,5.66,,1.01,4.32,16.63,,,,63,Satisfactory
Thiruvananthapuram,8/10/2017,18.52,41.59,1.76,7.6,5.45,,1.03,3.56,17.88,,,,61,Satisfactory
Thiruvananthapuram,8/11/2017,11.07,30.8,1.9,6.83,4.84,,0.98,4.14,18.51,,,,64,Satisfactory
Thiruvananthapuram,8/12/2017,21.49,44.62,2.03,7.14,5.44,,0.96,4.39,22.88,,,,56,Satisfactory
Thiruvananthapuram,8/13/2017,31.15,66.18,1.97,5.99,4.78,,0.93,4.57,21.49,,,,58,Satisfactory
Thiruvananthapuram,8/14/2017,31.42,73.12,1.97,7.69,5.69,,0.97,2.91,8,,,,74,Satisfactory
Thiruvananthapuram,8/15/2017,26.05,61.52,1.74,6.57,4.91,,0.92,4.47,20.27,,,,82,Satisfactory
Thiruvananthapuram,8/16/2017,20.75,44.38,1.75,5.95,4.57,,0.93,3.45,13.81,,,,58,Satisfactory
Thiruvananthapuram,8/17/2017,22.3,47.14,1.83,7.16,5.28,,0.99,3.91,21.56,,,,60,Satisfactory
Thiruvananthapuram,8/18/2017,13.49,28.83,1.88,6.05,4.69,,0.9,4.34,19.78,,,,57,Satisfactory
Thiruvananthapuram,8/19/2017,12.91,37.2,1.88,6.51,4.97,,0.92,2.99,13.21,,,,56,Satisfactory
Thiruvananthapuram,8/20/2017,12.49,34.71,1.91,5.47,4.46,,0.88,2.41,16.58,,,,55,Satisfactory
Thiruvananthapuram,8/21/2017,10.66,27.65,1.57,6.45,4.69,,0.95,4.88,16.88,,,,58,Satisfactory
Thiruvananthapuram,8/22/2017,11.18,22.79,1.98,5.06,4.05,,0.88,3.49,13.82,,,,54,Satisfactory
Thiruvananthapuram,8/23/2017,17.58,43.83,1.88,6.14,4.77,,0.93,4.03,6.26,,,,54,Satisfactory
Thiruvananthapuram,8/24/2017,24.04,63.07,1.89,6.59,5.05,,1.01,3.47,27.62,,,,93,Satisfactory
Thiruvananthapuram,8/25/2017,20.15,54.52,1.92,5.74,4.61,,1.02,4.07,7.17,,,,68,Satisfactory
Thiruvananthapuram,8/26/2017,13.5,51.49,1.98,4.72,4.1,,0.97,2.73,3.95,,,,62,Satisfactory
Thiruvananthapuram,8/27/2017,8.98,33.47,2.05,4.48,4.05,,0.91,4.6,2.62,,,,55,Satisfactory
Thiruvananthapuram,8/28/2017,9.04,24.65,1.86,6.43,4.92,,1,3.69,4.14,,,,57,Satisfactory
Thiruvananthapuram,8/29/2017,9.19,22.29,1.88,6.86,5.13,,0.95,3.78,3.7,,,,64,Satisfactory
Thiruvananthapuram,8/30/2017,12.52,34.19,1.77,7.47,5.37,,0.92,3.21,5.1,,,,58,Satisfactory
Thiruvananthapuram,8/31/2017,17.94,48.67,1.89,6.53,5.01,,0.98,3.69,7.45,,,,60,Satisfactory
Thiruvananthapuram,9/1/2017,18.93,52.14,1.98,4.1,3.8,,0.9,4.01,7.69,,,,54,Satisfactory
Thiruvananthapuram,9/2/2017,14.23,35.43,1.83,5.36,4.33,,0.99,5.05,7.59,,,,60,Satisfactory
Thiruvananthapuram,9/3/2017,16.04,34.39,2.05,5.27,4.46,,0.95,4.07,7.61,,,,52,Satisfactory
Thiruvananthapuram,9/4/2017,20.62,48.9,2.02,3.49,3.49,,0.88,4.31,7.71,,,,53,Satisfactory
Thiruvananthapuram,9/5/2017,18.4,45.75,2.03,4.12,3.82,,0.93,4.99,7.6,,,,55,Satisfactory
Thiruvananthapuram,9/6/2017,8.76,19.97,1.96,3.32,3.24,,0.85,4.29,7.6,,,,52,Satisfactory
Thiruvananthapuram,9/7/2017,16.14,35.68,1.68,7.97,5.45,,0.98,3.41,7.75,,,,64,Satisfactory
Thiruvananthapuram,9/8/2017,10.8,28.79,1.82,5.63,4.46,,1.01,4.2,7.71,,,,66,Satisfactory
Thiruvananthapuram,9/9/2017,12.77,27.17,1.91,6.42,4.96,,0.95,3.63,7.7,,,,65,Satisfactory
Thiruvananthapuram,9/10/2017,11.01,25.92,1.97,3.96,3.71,,0.94,4.34,7.7,,,,53,Satisfactory
Thiruvananthapuram,9/11/2017,12.56,28.58,2.03,4.97,4.3,,1.03,5.03,7.67,,,,61,Satisfactory
Thiruvananthapuram,9/12/2017,8.51,23.44,2,3.9,3.7,,0.96,2.25,7.62,,,,58,Satisfactory
Thiruvananthapuram,9/13/2017,8.73,20.83,1.74,5.63,4.38,,0.94,4.41,7.63,,,,59,Satisfactory
Thiruvananthapuram,9/14/2017,9.23,21.98,1.86,5.25,4.29,,0.93,2.97,7.69,,,,54,Satisfactory
Thiruvananthapuram,9/15/2017,15.46,37.03,1.93,6.97,5.22,,1.01,3.4,7.56,,,,60,Satisfactory
Thiruvananthapuram,9/16/2017,12.07,34.22,2,4.8,4.12,,1.07,3.29,7.68,,,,71,Satisfactory
Thiruvananthapuram,9/17/2017,8.79,21.48,1.98,4.65,4.06,,0.91,4.86,7.59,,,,60,Satisfactory
Thiruvananthapuram,9/18/2017,11.3,29.78,1.96,5.39,4.4,,0.97,2.94,7.71,,,,69,Satisfactory
Thiruvananthapuram,9/19/2017,11.08,38.16,1.96,3.64,3.51,,0.95,4.08,7.63,,,,65,Satisfactory
Thiruvananthapuram,9/20/2017,9.43,27.48,1.89,4.74,4.04,,0.95,5.44,7.73,,,,59,Satisfactory
Thiruvananthapuram,9/21/2017,11.33,31.36,2.06,4.83,4.24,,0.93,4.72,7.66,,,,55,Satisfactory
Thiruvananthapuram,9/22/2017,17.54,44.17,1.89,7.23,5.36,,0.97,4.32,7.74,,,,56,Satisfactory
Thiruvananthapuram,9/23/2017,21.19,48.97,1.95,5.81,4.67,,0.93,4.32,7.62,,,,57,Satisfactory
Thiruvananthapuram,9/24/2017,19.5,44.41,1.94,5.29,4.39,,0.91,3.99,7.57,,,,55,Satisfactory
Thiruvananthapuram,9/25/2017,27.77,52.61,2,7.08,5.39,,1.08,3.72,7.65,,,,61,Satisfactory
Thiruvananthapuram,9/26/2017,19.74,45.45,2.08,8.78,6.33,2.97,1.03,3.44,7.67,,,,63,Satisfactory
Thiruvananthapuram,9/27/2017,14.03,29.29,2.45,5.99,5.17,2.85,0.97,3.44,7.71,,,,57,Satisfactory
Thiruvananthapuram,9/28/2017,12.72,24.1,2.14,8.17,6.06,2.5,1.13,2.91,7.53,,,,61,Satisfactory
Thiruvananthapuram,9/29/2017,11.84,29.61,1.96,6.39,4.98,2.39,0.97,4.15,7.62,,,,69,Satisfactory
Thiruvananthapuram,9/30/2017,10.28,24.03,1.91,4.43,3.89,2.22,0.97,3.74,7.57,,,,57,Satisfactory
Thiruvananthapuram,10/1/2017,6.15,13.37,1.09,1.96,1,2.22,0.23,1.86,4.38,,,,36,Good
Thiruvananthapuram,10/2/2017,3.88,10.5,0.99,1.49,0.48,2.23,0.16,3.49,4.3,,,,,
Thiruvananthapuram,10/3/2017,7.71,17.57,0.69,4.31,0.83,2.5,0.16,2.07,3.61,,,,,
Thiruvananthapuram,10/4/2017,12.07,22,0.82,5.03,0.97,2.84,0.18,2.11,3.93,,,,,
Thiruvananthapuram,10/5/2017,18.07,30.71,1.36,5.51,1.18,3.13,0.19,2.21,4.83,,,,,
Thiruvananthapuram,10/6/2017,7.5,13,1.13,3.42,0.68,2.73,0.14,2.17,3.99,,,,,
Thiruvananthapuram,10/7/2017,10.41,19.95,0.97,4.91,1.56,2.65,0.25,2.15,4.13,,,,,
Thiruvananthapuram,10/8/2017,18.35,33.45,0.92,3.03,0.99,3.06,0.19,2.16,3.82,,,,,
Thiruvananthapuram,10/9/2017,19.75,42.21,0.87,5.41,1.8,3.15,0.3,2.24,4.44,,,,,
Thiruvananthapuram,10/10/2017,,,,,0,3.22,0,,,,,,,
Thiruvananthapuram,10/11/2017,,,,,0,2.87,0,,,,,,,
Thiruvananthapuram,10/12/2017,,,,,0,2.38,0,,,,,,,
Thiruvananthapuram,10/13/2017,,,,,0,2.53,0,,,,,,,
Thiruvananthapuram,10/14/2017,,,,,0,1.73,0,,,,,,,
Thiruvananthapuram,10/15/2017,,,,,0,2.27,0,,,,,,,
Thiruvananthapuram,10/16/2017,,,,,0,2.78,0,,,,,,,
Thiruvananthapuram,10/17/2017,,,,,0,2.58,0,,,,,,,
Thiruvananthapuram,10/18/2017,,,,,0,2.41,0,,,,,,,
Thiruvananthapuram,10/19/2017,17.04,32.08,1.59,8.87,2.91,2.34,0.45,4.38,7.07,,,,,
Thiruvananthapuram,10/20/2017,11.5,16,0.95,3.12,0.1,2.35,0.02,2.6,3.83,,,,,
Thiruvananthapuram,10/21/2017,7.5,24.75,1.62,6.55,0.6,2.77,0.12,1.51,6.51,,,,,
Thiruvananthapuram,10/22/2017,,,,,0,2.64,0,,,,,,,
Thiruvananthapuram,10/23/2017,39.6,68.55,1.62,10.85,1.41,4.33,0.2,2.53,5.95,,,,,
Thiruvananthapuram,10/24/2017,30,43.5,1,3.2,0.1,4.13,0.02,2.35,3.85,,,,,
Thiruvananthapuram,10/25/2017,,,,,0,3.53,0,,,,,,,
Thiruvananthapuram,10/26/2017,,,,,0,3.32,0,,,,,,,
Thiruvananthapuram,10/27/2017,23,32.5,1.1,4.05,0.13,4.74,0.03,2.1,3.75,,,,,
Thiruvananthapuram,10/28/2017,,,,,0,5.19,0,,,,,,,
Thiruvananthapuram,10/29/2017,,,,,0,5.17,0,,,,,,,
Thiruvananthapuram,10/30/2017,,,,,0,5.08,0,,,,,,,
Thiruvananthapuram,10/31/2017,26.32,36.52,1.76,8.44,5.92,4.06,1.15,3.77,7.6,,,,72,Satisfactory
Thiruvananthapuram,11/1/2017,24.01,37.06,2.02,7.14,5.43,4.15,1.06,2.76,7.71,,,,67,Satisfactory
Thiruvananthapuram,11/2/2017,22.38,35.06,1.93,8.94,6.32,4.36,1.12,4.25,7.77,,,,65,Satisfactory
Thiruvananthapuram,11/3/2017,25.48,40.5,1.93,10.28,7.04,4.86,1.18,3.45,7.77,,,,69,Satisfactory
Thiruvananthapuram,11/4/2017,30.17,45.71,1.94,9.8,6.78,4.21,1.31,4.07,7.76,,,,77,Satisfactory
Thiruvananthapuram,11/5/2017,19.39,24.78,2.04,6.54,5.13,4.03,1.05,4.12,7.69,,,,67,Satisfactory
Thiruvananthapuram,11/6/2017,26.15,41.97,1.89,12.03,7.88,4.04,1.24,3.64,7.7,,,,76,Satisfactory
Thiruvananthapuram,11/7/2017,19.07,29.74,1.94,11.58,7.73,4,1.11,4.55,7.74,,,,70,Satisfactory
Thiruvananthapuram,11/8/2017,13.15,28.67,1.94,14.55,9.29,4.06,1.27,5.68,7.82,,,,83,Satisfactory
Thiruvananthapuram,11/9/2017,16.32,27.27,2.02,10.9,7.43,4.03,1.11,3.63,7.76,,,,64,Satisfactory
Thiruvananthapuram,11/10/2017,29.27,45.25,1.93,12.12,8.01,3.8,1.27,3.75,7.77,,,,86,Satisfactory
Thiruvananthapuram,11/11/2017,30.27,46.57,2.07,9.55,6.76,4.18,1.16,5.03,7.72,,,,74,Satisfactory
Thiruvananthapuram,11/12/2017,42.35,59.01,1.97,10.23,7.04,6.27,1.25,3.97,7.66,,,,72,Satisfactory
Thiruvananthapuram,11/13/2017,62.55,86.2,1.95,15.04,9.57,5.93,1.45,4.82,7.84,,,,102,Moderate
Thiruvananthapuram,11/14/2017,53.64,76.8,2,13.97,9.06,6.2,1.21,5.2,7.77,,,,100,Satisfactory
Thiruvananthapuram,11/15/2017,57.66,78.67,2.06,12.42,8.28,6.47,1.23,3.92,7.83,,,,97,Satisfactory
Thiruvananthapuram,11/16/2017,49.5,69.39,1.9,14.55,9.24,4.84,1.23,4.87,7.81,,,,91,Satisfactory
Thiruvananthapuram,11/17/2017,59.27,83.82,1.91,13.2,8.57,4.17,1.25,6.18,7.73,,,,99,Satisfactory
Thiruvananthapuram,11/18/2017,61.57,80.76,1.95,10.77,7.32,3.82,1.33,3.6,7.65,,,,114,Moderate
Thiruvananthapuram,11/19/2017,39.43,59.98,2,6.98,5.33,3.68,1.13,3.1,7.67,,,,81,Satisfactory
Thiruvananthapuram,11/20/2017,27.4,48.04,1.83,9.87,6.73,4.08,1.16,4.69,7.82,,,,69,Satisfactory
Thiruvananthapuram,11/21/2017,17.99,31.01,2.02,9.95,6.92,5.17,1.08,4.99,7.75,,,,63,Satisfactory
Thiruvananthapuram,11/22/2017,27.16,42.44,1.79,12.26,7.9,4.46,1.28,3.12,7.81,,,,80,Satisfactory
Thiruvananthapuram,11/23/2017,40.15,61.21,1.89,13.04,8.42,4.85,1.31,5.1,7.76,,,,91,Satisfactory
Thiruvananthapuram,11/24/2017,62.96,89.2,1.96,12.84,8.4,5.1,1.28,4.89,7.84,,,,87,Satisfactory
Thiruvananthapuram,11/25/2017,93.79,126.78,2.03,17.42,10.9,5.07,1.61,4.79,7.79,,,,162,Moderate
Thiruvananthapuram,11/26/2017,80.06,102.32,1.98,10.95,7.43,5.5,1.33,3.84,7.78,,,,230,Poor
Thiruvananthapuram,11/27/2017,36.21,49.07,1.92,13.9,8.96,5.43,1.33,4.65,7.8,,,,103,Moderate
Thiruvananthapuram,11/28/2017,32.04,48.66,1.87,13.53,8.6,4.63,1.43,3.41,7.76,,,,83,Satisfactory
Thiruvananthapuram,11/29/2017,32.23,48.34,1.9,8.82,6.23,4.19,1.23,1.52,7.9,,,,86,Satisfactory
Thiruvananthapuram,11/30/2017,4.23,11.05,2,4.08,3.79,4.77,0.97,3.02,7.97,,,,58,Satisfactory
Thiruvananthapuram,12/1/2017,9.7,15.05,2.01,6.78,5.23,4.23,0.92,2.93,7.89,,,,57,Satisfactory
Thiruvananthapuram,12/2/2017,8.62,29.16,2.02,8.07,5.93,3.99,1.08,4.19,7.88,,,,60,Satisfactory
Thiruvananthapuram,12/3/2017,,41.84,1.98,9.14,6.47,3.64,1.22,3.92,7.84,,,,76,Satisfactory
Thiruvananthapuram,12/4/2017,,53.82,2.04,7.84,5.83,3.81,1.26,4.96,7.76,,,,86,Satisfactory
Thiruvananthapuram,12/5/2017,,,,,,,,,,,,,,
Thiruvananthapuram,12/6/2017,,,,,,,,,,,,,,
Thiruvananthapuram,12/7/2017,51.21,75.38,2.08,12.47,8.33,11.35,1.58,4.49,7.88,,,,,
Thiruvananthapuram,12/8/2017,44.97,61.09,1.92,5.31,4.38,11.16,1.31,1.45,7.82,,,,84,Satisfactory
Thiruvananthapuram,12/9/2017,33.94,49.68,1.87,5.57,4.48,12.28,1.21,4.71,8.03,,,,68,Satisfactory
Thiruvananthapuram,12/10/2017,54.94,73.21,2.04,5.73,4.7,10.85,1.26,4.33,8.07,,,,85,Satisfactory
Thiruvananthapuram,12/11/2017,68.46,101.59,1.97,6.12,4.77,8.9,1.31,3.96,8.27,,,,105,Moderate
Thiruvananthapuram,12/12/2017,66.61,88.6,1.9,6.2,4.79,7.31,1.37,3.64,8.18,,,,139,Moderate
Thiruvananthapuram,12/13/2017,40.99,58.23,2.05,6.38,4.97,7.4,1.3,3.43,7.63,,,,83,Satisfactory
Thiruvananthapuram,12/14/2017,48.17,66.47,1.97,8.35,6.01,8.03,1.4,3.99,7.55,,,,81,Satisfactory
Thiruvananthapuram,12/15/2017,68.66,88.53,1.95,8.08,5.85,8.01,1.59,5.33,7.55,,,,124,Moderate
Thiruvananthapuram,12/16/2017,49.07,68.19,2.27,8.52,6.2,7.14,1.26,3.07,10.52,,,,87,Satisfactory
Thiruvananthapuram,12/17/2017,52.59,69.96,1.99,7.28,5.38,6.56,1.23,3.38,7.27,,,,94,Satisfactory
Thiruvananthapuram,12/18/2017,53.21,71.95,2.05,6.68,5.17,6.14,1.25,4.12,8.78,,,,79,Satisfactory
Thiruvananthapuram,12/19/2017,47.43,71.07,2.15,5.55,4.64,6.16,1.3,4.54,22.21,,,,125,Moderate
Thiruvananthapuram,12/20/2017,33.58,46.85,2.19,5.68,4.7,6.6,1.15,3.96,15.67,,,,71,Satisfactory
Thiruvananthapuram,12/21/2017,39.14,56.57,2.24,4.42,4.16,6.23,1.27,5.13,21.79,,,,78,Satisfactory
Thiruvananthapuram,12/22/2017,26.11,41.88,2.24,5.42,4.65,6.11,1.16,3.44,34.32,,,,68,Satisfactory
Thiruvananthapuram,12/23/2017,40.41,59.38,2.27,3.96,3.93,5.83,1.31,4.1,34.25,,,,76,Satisfactory
Thiruvananthapuram,12/24/2017,33.34,49.75,2.31,4.35,4.2,5.38,1,5.42,39.37,,,,66,Satisfactory
Thiruvananthapuram,12/25/2017,47.76,64.2,2.33,3.86,3.95,5.05,1.07,3.39,37.88,,,,76,Satisfactory
Thiruvananthapuram,12/26/2017,60.35,79.85,2.21,7.01,4.26,9.86,1.31,3.44,41.78,,,,94,Satisfactory
Thiruvananthapuram,12/27/2017,64.68,86.73,1.83,9.64,6.49,10.06,1.38,3.89,41.2,,,,103,Moderate
Thiruvananthapuram,12/28/2017,72.44,98.85,1.92,9.2,6.41,9.19,1.36,3.89,39.1,,,,129,Moderate
Thiruvananthapuram,12/29/2017,61.44,85.7,1.91,11.28,7.53,9.12,1.2,3.38,29.28,,,,112,Moderate
Thiruvananthapuram,12/30/2017,73.02,100.61,1.94,10.86,7.23,10.6,1.42,4.14,41.68,,,,145,Moderate
Thiruvananthapuram,12/31/2017,59.05,80.02,1.94,6.57,5.08,9.57,1.19,4.32,42.77,,,,118,Moderate
Thiruvananthapuram,1/1/2018,64.62,88.43,1.88,8.79,6.13,8.34,1.28,3.51,46.69,,,,106,Moderate
Thiruvananthapuram,1/2/2018,64.43,88.75,1.96,7.51,5.59,9.27,1.32,3.29,44.93,,,,119,Moderate
Thiruvananthapuram,1/3/2018,57.45,78.75,1.89,10.46,7.11,11.36,1.36,6.04,67.08,,,,99,Satisfactory
Thiruvananthapuram,1/4/2018,67,90.64,1.94,16.88,10.52,9.93,1.4,5.21,48.75,,,,106,Moderate
Thiruvananthapuram,1/5/2018,76.69,118,1.98,15.1,9.62,11.15,1.32,7.36,46.77,,,,145,Moderate
Thiruvananthapuram,1/6/2018,83.73,117.45,1.92,16.16,10.12,11.25,1.32,8.37,63.19,,,,155,Moderate
Thiruvananthapuram,1/7/2018,78.68,101.17,1.9,10.07,6.9,10.54,1.27,6.67,59.76,,,,186,Moderate
Thiruvananthapuram,1/8/2018,69.38,95.2,1.98,17.84,10.93,10.15,1.69,6.81,55.21,,,,127,Moderate
Thiruvananthapuram,1/9/2018,83.7,115.88,1.89,18.3,11.15,11.01,1.55,6.16,40.89,,,,137,Moderate
Thiruvananthapuram,1/10/2018,81.02,109.22,1.83,15.68,9.77,10.88,1.58,7.43,35.72,,,,169,Moderate
Thiruvananthapuram,1/11/2018,51.42,71.31,1.89,15.84,9.68,7.89,1.57,5.36,39,,,,123,Moderate
Thiruvananthapuram,1/12/2018,53.08,71.91,1.87,15.32,9.51,7.09,1.59,4.72,69.77,,,,157,Moderate
Thiruvananthapuram,1/13/2018,47.04,67.32,1.88,14.84,9.35,7.43,1.58,5.48,35.78,,,,127,Moderate
Thiruvananthapuram,1/14/2018,38.06,53.93,1.91,10.5,7.08,6.23,1.25,4.52,56.36,,,,120,Moderate
Thiruvananthapuram,1/15/2018,50.17,72.73,1.88,15.14,9.49,6.37,1.58,6.34,49.1,,,,162,Moderate
Thiruvananthapuram,1/16/2018,72.69,95.26,1.79,17.55,10.75,6.73,1.54,5.81,17.45,,,,108,Moderate
Thiruvananthapuram,1/17/2018,80.8,109.18,1.94,15.92,10.02,7.53,1.6,7.96,85.18,,,,182,Moderate
Thiruvananthapuram,1/18/2018,72.59,102.56,1.84,14.03,8.88,9.28,1.56,5.14,71.98,,,,163,Moderate
Thiruvananthapuram,1/19/2018,67.73,98.15,1.92,16.13,10.15,9.1,1.4,8.08,55.7,,,,120,Moderate
Thiruvananthapuram,1/20/2018,81.25,115.98,1.94,18.91,11.55,9.12,1.47,8.59,71.96,,,,125,Moderate
Thiruvananthapuram,1/21/2018,88.14,118.82,1.93,12.51,8.2,10.24,1.48,7.23,83.6,,,,204,Poor
Thiruvananthapuram,1/22/2018,83.84,115.3,1.84,17.52,10.76,9.42,1.8,5.24,82.67,,,,183,Moderate
Thiruvananthapuram,1/23/2018,84.45,120.64,1.92,16.8,9.58,8.35,1.68,6.63,72.01,,,,183,Moderate
Thiruvananthapuram,1/24/2018,79.84,112.83,1.7,13.4,8.48,9.33,1.17,5.65,61.27,,,,170,Moderate
Thiruvananthapuram,1/25/2018,57.42,84.26,1.54,11.85,7.51,7.65,0.91,5.66,33.61,,,,132,Moderate
Thiruvananthapuram,1/26/2018,55.36,89.49,1.69,14.22,8.92,6.62,0.89,7.52,32.93,,,,92,Satisfactory
Thiruvananthapuram,1/27/2018,61.78,99.88,1.67,11.75,7.61,7.78,0.88,9.01,49.57,,,,99,Satisfactory
Thiruvananthapuram,1/28/2018,49.7,71.88,1.67,13.8,8.7,6.94,0.92,6.7,35.46,,,,93,Satisfactory
Thiruvananthapuram,1/29/2018,70.43,99.08,1.76,16.42,10.13,5.49,1.18,6.18,50.39,,,,112,Moderate
Thiruvananthapuram,1/30/2018,68.26,96.6,1.75,12.11,7.84,6.18,0.92,4.95,52.8,,,,121,Moderate
Thiruvananthapuram,1/31/2018,65.86,107.96,1.78,14.05,8.93,5.91,1.16,7.95,63.42,,,,130,Moderate
